accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-1.133,-8.961,-10.417,0.289,-0.219,0.0,-1.063,-9.869,-9.626,-0.0015762636034655894,0.0,0.0
-20.016,-19.54,-27.929,1.736,-2.73,-0.265,-0.447,-9.967,-10.861,-0.007189876185847827,0.0,0.15
-20.016,-19.54,-24.156,-4.301,-3.413,4.393,-1.229,-9.648,-10.116,-0.009576149136946911,0.399,0.11
19.209,-19.54,-18.66,-2.993,-4.354,4.393,-1.739,-8.945,-10.731,0.0073157847940799004,0.0,-0.327
19.209,-19.54,-30.079,4.43,-4.354,3.63,-0.461,-10.205,-10.703,0.010500553315011794,0.112,-0.18
5.654,-19.54,-10.013,4.43,-3.109,-4.337,-1.251,-9.956,-9.675,0.004007310627246238,-0.528,0.213
-20.016,-19.54,-30.079,1.342,-4.354,-4.337,-0.716,-9.938,-10.637,-0.008650026596128292,0.0,0.271
-20.016,-19.54,-22.153,-4.301,-4.354,3.41,-1.492,-10.052,-10.623,0.003923469448891978,0.0,0.0
0.126,-19.54,-12.925,-4.301,-4.354,4.393,-1.601,-9.484,-10.952,-0.004549319637932212,0.169,-0.159
19.209,-19.54,-10.22,4.43,-4.354,4.393,-1.146,-10.136,-10.138,-0.0007089929986060948,0.0,-0.157
19.209,-19.54,-30.079,4.43,-4.354,-4.337,-0.733,-9.648,-10.219,0.010663419220974229,0.0,0.287
3.037,-19.54,-30.079,4.43,-4.354,-4.337,-1.3,-10.392,-11.05,0.009884922696681318,-0.277,0.188
-20.016,-19.54,0.463,-4.301,-4.354,-2.919,-1.475,-9.686,-10.476,0.003067914003233841,-0.138,-0.114
4.635,-16.318,6.167,-4.301,-4.354,0.0,-0.854,-9.818,-10.239,-0.00953327802418558,0.0,0.0
-1.67,-10.548,-3.056,0.782,-2.947,-1.009,-1.023,-9.805,-10.682,-0.00015282355621520498,0.0,0.0
-3.295,-10.386,-10.268,0.451,-1.922,-0.933,-1.244,-9.851,-10.37,-0.0021259178774912023,0.0,0.0
-2.939,-8.966,-11.207,0.242,-1.327,-0.527,-0.953,-9.852,-10.701,-0.007195832540472236,0.0,0.0
-2.532,-9.348,-9.485,0.0,0.26,0.0,-1.004,-9.8,-10.588,0.0,0.0,0.0
-2.614,-9.328,-9.521,0.0,0.138,0.0,-1.008,-9.844,-10.594,0.0,0.0,0.0
-2.629,-9.488,-9.435,0.0,0.0,0.0,-1.004,-9.842,-10.592,0.0,0.0,0.0
-2.362,-9.404,-9.457,0.0,-0.134,0.0,-1.012,-9.835,-10.562,0.0,0.0,0.0
-2.213,-9.416,-9.306,0.0,-0.155,0.0,-1.006,-9.821,-10.58,0.0,0.0,0.0
-2.154,-9.357,-9.469,0.0,0.0,0.0,-0.999,-9.826,-10.579,0.0,0.0,0.0
-2.318,-9.386,-9.51,0.0,-0.101,0.0,-1.023,-9.853,-10.585,0.0,0.0,0.0
-2.633,-9.492,-9.454,0.0,-0.218,0.0,-1.005,-9.824,-10.553,0.0,0.0,0.0
-2.657,-9.283,-8.388,0.0,-0.362,0.0,-0.931,-9.883,-10.567,0.0,0.0,0.0
-20.016,-18.71,-24.437,1.627,0.102,-1.519,-1.125,-9.699,-9.894,0.0,-0.142,0.0
-20.016,-19.54,-26.264,-4.301,-2.597,4.393,-0.667,-9.853,-11.048,0.0,0.0,0.15
15.019,-19.54,-15.576,-3.122,-4.354,4.393,-1.177,-10.058,-10.808,0.152,0.653,0.175
19.209,-19.54,-11.101,4.43,-4.354,4.393,-2.122,-9.486,-10.161,0.0,0.117,-0.273
19.209,-19.54,-27.693,-0.269,-4.354,-4.337,-0.491,-10.042,-10.847,0.0,0.0,-0.175
-20.016,-19.54,-15.594,-0.203,-4.354,-4.337,-1.486,-9.229,-8.812,0.0,0.0,0.0
-11.12,-19.54,-8.777,-4.301,0.576,0.978,0.0,-9.651,-10.446,0.0,0.0,0.177
3.135,-19.54,-15.348,-4.301,-4.354,4.393,-1.425,-9.877,-10.923,0.0,0.206,0.249
12.853,-19.54,-14.665,2.229,-4.354,4.393,-1.081,-9.727,-10.265,0.0,0.24,-0.109
19.209,-19.54,-23.936,4.43,-4.354,0.931,-1.505,-9.747,-10.298,0.0,0.0,-0.231
10.181,-19.54,-30.079,4.43,-3.86,-4.337,-0.835,-9.894,-10.849,0.0,0.0,0.0
-20.016,-19.54,-11.316,-4.301,-4.354,-4.337,-0.98,-9.275,-9.703,0.0,-0.263,0.0
-7.906,-19.54,4.466,-1.937,-4.096,4.393,-0.975,-9.799,-10.558,0.0,0.0,0.0
7.938,-11.063,-3.533,-0.359,-3.875,0.595,-0.969,-9.838,-10.749,0.0,-0.257,-0.115
-1.533,-9.978,-4.133,-1.371,-3.063,-0.827,-1.146,-9.868,-10.26,-0.104,0.0,0.0
-1.656,-10.063,-9.495,0.0,-1.318,-1.36,-0.947,-9.8,-10.582,0.0,0.0,0.0
