accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-5.927,-6.602,-8.957,1.256,0.152,3.077
-5.794,-4.054,-9.778,1.668,0.0,2.812
-6.256,-1.895,-9.649,2.01,-0.327,2.46
-6.02,-0.522,-10.746,2.623,-1.444,1.838
-6.656,0.253,-12.602,2.995,-0.768,1.556
-4.738,0.613,-13.845,3.022,-0.49,1.807
-3.054,0.563,-14.904,2.865,-0.73,1.174
-2.971,-0.535,-16.23,3.169,0.0,0.515
-3.874,-1.671,-21.276,3.895,0.358,0.669
-4.437,-1.409,-27.74,2.32,0.407,0.0
-5.517,-0.722,-26.147,0.445,-0.306,-0.205
-3.269,-0.634,-23.421,0.34,0.0,-0.748
-6.742,-0.601,-21.302,0.213,-0.435,-0.596
-5.461,-0.703,-20.265,0.0,-0.426,-0.159
-5.496,-0.74,-19.483,0.0,-0.195,-0.265
-5.399,-0.581,-18.963,-0.272,-0.149,-0.333
-5.393,-0.335,-17.867,-0.337,-0.558,-0.373
-5.621,-0.654,-16.637,-0.253,-1.834,-0.359
-3.898,-1.172,-14.765,-0.679,-4.354,-0.433
-3.601,-2.248,-13.163,-1.777,-4.354,-0.862
-2.408,-5.337,-10.746,-2.309,-4.354,-0.987
-3.825,-8.945,-6.724,-3.122,-2.248,-1.617
-3.998,-12.138,-5.322,-3.014,-2.361,-1.793
-4.964,-14.646,-4.686,-3.47,-3.922,-1.295
-3.14,-15.576,-4.167,-2.572,-3.771,0.211
0.175,-14.438,-5.421,-1.915,-3.615,1.231
0.6,-11.457,-5.462,-0.723,-3.212,0.948
0.366,-11.1,-7.946,-0.677,-2.484,0.423
-0.779,-10.032,-8.47,-0.384,-1.68,0.162
-0.48,-9.728,-9.195,-0.152,-1.455,0.0
-1.375,-9.698,-9.136,-0.363,-0.549,-0.414
-2.987,-9.709,-8.327,0.17,-0.623,-0.13
-2.147,-9.617,-7.949,0.0,0.0,0.0
-2.029,-9.504,-8.799,0.0,0.336,0.0
-2.539,-9.541,-9.017,0.0,0.387,-0.109
-2.77,-9.617,-8.886,0.0,0.282,0.0
-2.377,-9.527,-8.914,0.0,0.0,0.0
-2.297,-9.522,-8.923,0.0,0.0,0.0
-2.393,-9.566,-8.889,0.0,0.0,0.0
-2.315,-9.554,-8.854,0.0,0.0,0.0
-2.309,-9.53,-8.972,0.0,0.0,0.0
-2.345,-9.571,-8.922,0.0,0.0,0.0
-2.327,-9.544,-8.895,0.0,0.0,0.0
-2.287,-9.547,-8.929,0.0,0.0,0.0
